"Address","Type","Datetime","Latitude","Longitude","Report Location","Incident Number"
"108 N 95th St","Medic Response","2022 Jan 20 02:06:00 PM","47.697845","-122.357948","POINT (-122.357948 47.697845)","F220008660"
"500 5th Ave","Medic Response","2022 Jan 20 01:56:00 PM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220008656"
"155 21st Ave","Medic Response","2022 Jan 20 12:55:00 PM","47.602742","-122.305039","POINT (-122.305039 47.602742)","F220008633"
"1221 Madison St","Medic Response","2022 Jan 20 12:53:00 PM","47.609902","-122.323791","POINT (-122.323791 47.609902)","F220008632"
"2821 S Walden St","Medic Response","2022 Jan 20 12:41:00 PM","47.572163","-122.296173","POINT (-122.296173 47.572163)","F220008628"
"908 Jefferson St","Medic Response","2022 Jan 20 12:35:00 PM","47.604879","-122.324007","POINT (-122.324007 47.604879)","F220008624"
"305 S Lucile St","Medic Response","2022 Jan 20 12:31:00 PM","47.553407","-122.330859","POINT (-122.330859 47.553407)","F220008621"
"10750 30th Ave Ne","Medic Response","2022 Jan 20 12:31:00 PM","47.706969","-122.296231","POINT (-122.296231 47.706969)","F220008620"
"3802 S Othello St","Medic Response","2022 Jan 20 11:20:00 AM","47.537035","-122.28468","POINT (-122.28468 47.537035)","F220008585"
"4054 Latona Ave Ne","Medic Response","2022 Jan 20 09:14:00 AM",,,,"F220008504"
"11050 8th Ave Ne","Medic Response","2022 Jan 20 09:12:00 AM",,,,"F220008503"
"501 N 34th St","Medic Response","2022 Jan 20 08:40:00 AM","47.650107","-122.352886","POINT (-122.352886 47.650107)","F220008456"
"531 27th Ave","Medic Response","2022 Jan 20 08:01:00 AM","47.60645","-122.297841","POINT (-122.297841 47.60645)","F220008444"
"766 John St","Medic Response","2022 Jan 20 06:06:00 AM","47.619718","-122.341957","POINT (-122.341957 47.619718)","F220008421"
"747 N 135th St","Medic Response","2022 Jan 20 06:00:00 AM","47.726803","-122.347793","POINT (-122.347793 47.726803)","F220008419"
"3803 S Willow St","Medic Response","2022 Jan 20 05:13:00 AM","47.54066","-122.284741","POINT (-122.284741 47.54066)","F220008405"
"2200 E Madison St","Medic Response","2022 Jan 20 05:01:00 AM","47.61842","-122.30365","POINT (-122.30365 47.61842)","F220008402"
"811 Maynard Ave S","Medic Response","2022 Jan 20 03:51:00 AM","47.595741","-122.325068","POINT (-122.325068 47.595741)","F220008389"
"14115 Aurora Ave N","Medic Response","2022 Jan 20 02:58:00 AM","47.731129","-122.345064","POINT (-122.345064 47.731129)","F220008385"
"5020 40th Ave Ne","Medic Response","2022 Jan 20 02:19:00 AM","47.665131","-122.28479","POINT (-122.28479 47.665131)","F220008376"
"9618 5th Ave Ne","Medic Response","2022 Jan 20 02:07:00 AM","47.69892","-122.322425","POINT (-122.322425 47.69892)","F220008374"
"111 Yale Ave N","Medic Response","2022 Jan 20 01:48:00 AM","47.618823","-122.330413","POINT (-122.330413 47.618823)","F220008371"
"1200 University St","Medic Response","2022 Jan 19 11:54:00 PM","47.611943","-122.325987","POINT (-122.325987 47.611943)","F220008351"
"11042 31st Ave Sw","Medic Response","2022 Jan 19 10:59:00 PM","47.503874","-122.372221","POINT (-122.372221 47.503874)","F220008343"
"301 Pine St","Medic Response","2022 Jan 19 08:48:00 PM","47.610748","-122.338691","POINT (-122.338691 47.610748)","F220008310"
"400 Wall St","Medic Response","2022 Jan 19 08:44:00 PM","47.616691","-122.346171","POINT (-122.346171 47.616691)","F220008308"
"710 Cherry St","Medic Response","2022 Jan 19 08:28:00 PM","47.605387","-122.327511","POINT (-122.327511 47.605387)","F220008304"
"13575 Roosevelt Way N","Medic Response","2022 Jan 19 08:26:00 PM","47.727738","-122.332285","POINT (-122.332285 47.727738)","F220008300"
"1103 E Hamlin St","Medic Response","2022 Jan 19 08:24:00 PM","47.645617","-122.318293","POINT (-122.318293 47.645617)","F220008298"
"5741 60th Ave Ne","Medic Response","2022 Jan 19 08:15:00 PM","47.669888","-122.263453","POINT (-122.263453 47.669888)","F220008295"
"1660 S Columbian Way","Medic Response","2022 Jan 19 07:21:00 PM","47.561845","-122.310824","POINT (-122.310824 47.561845)","F220008282"
"1629 N 45th St","Medic Response","2022 Jan 19 07:16:00 PM","47.661386","-122.338313","POINT (-122.338313 47.661386)","F220008280"
"16th Ave Ne / Ne 45th St","Medic Response","2022 Jan 19 04:50:00 PM","47.661261","-122.310857","POINT (-122.310857 47.661261)","F220008233"
"747 Broadway","Medic Response","2022 Jan 19 04:25:00 PM","47.608622","-122.320756","POINT (-122.320756 47.608622)","F220008226"
"509 3rd Ave","Medic Response","2022 Jan 19 03:33:00 PM","47.602114","-122.330809","POINT (-122.330809 47.602114)","F220008201"
"6406 28th Ave S","Medic Response","2022 Jan 19 03:03:00 PM","47.545266","-122.296889","POINT (-122.296889 47.545266)","F220008195"
"1207 S Jackson St","Medic Response","2022 Jan 19 02:44:00 PM","47.599188","-122.317116","POINT (-122.317116 47.599188)","F220008184"
"2619 4th Ave N","Medic Response","2022 Jan 19 02:01:00 PM","47.643235","-122.349574","POINT (-122.349574 47.643235)","F220008171"
"25TH AVE SW / SW BARTON ST","Medic Response","2022 Jan 19 01:20:00 PM","47.521023","-122.364548","POINT (-122.364548 47.521023)","F220008156"
"3rd Ave Nw / Holman Rd Nw","Medic Response","2022 Jan 19 01:20:00 PM","47.7024","-122.360743","POINT (-122.360743 47.7024)","F220008155"
"919 Stewart St","Medic Response","2022 Jan 19 12:57:00 PM","47.615745","-122.334269","POINT (-122.334269 47.615745)","F220008139"
"2601 Elliott Ave","Medic Response","2022 Jan 19 10:57:00 AM","47.61392","-122.351402","POINT (-122.351402 47.61392)","F220008101"
"1126 M L King Jr Way","Medic Response","2022 Jan 19 10:45:00 AM","47.611729","-122.296223","POINT (-122.296223 47.611729)","F220008097"
"4100 Sw Alaska St","Medic Response","2022 Jan 19 10:07:00 AM","47.561096","-122.384137","POINT (-122.384137 47.561096)","F220008083"
"37th Ave S / S Austin St","Medic Response","2022 Jan 19 10:04:00 AM","47.534416","-122.286009","POINT (-122.286009 47.534416)","F220008078"
"14025 23rd Ave Ne","Medic Response","2022 Jan 19 08:22:00 AM","47.730839","-122.305505","POINT (-122.305505 47.730839)","F220008033"
"12025 Phinney Ave N","Medic Response","2022 Jan 19 06:48:00 AM","47.71619","-122.354209","POINT (-122.354209 47.71619)","F220008012"
"700 Minor Ave","Medic Response","2022 Jan 19 06:16:00 AM","47.607661","-122.322073","POINT (-122.322073 47.607661)","F220008005"
"715 Spring St","Medic Response","2022 Jan 19 03:50:00 AM","47.608268","-122.330056","POINT (-122.330056 47.608268)","F220007983"
"500 5th Ave","Medic Response","2022 Jan 19 02:01:00 AM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220007964"
"4719 12TH AVE NE","Medic Response","2022 Jan 18 10:27:00 PM","47.663215","-122.315262","POINT (-122.315262 47.663215)","F220007918"
"2024 3rd Ave","Medic Response","2022 Jan 18 07:03:00 PM","47.612578","-122.341197","POINT (-122.341197 47.612578)","F220007863"
"1661 Harbor Ave Sw","Medic Response","2022 Jan 18 06:20:00 PM","47.589009","-122.38083","POINT (-122.38083 47.589009)","F220007844"
"2017 3rd Ave","Medic Response","2022 Jan 18 06:13:00 PM","47.612524","-122.341104","POINT (-122.341104 47.612524)","F220007840"
"212 Alaskan Way S","Medic Response","2022 Jan 18 06:13:00 PM","47.600591","-122.335915","POINT (-122.335915 47.600591)","F220007841"
"Aurora Ave N / N 105th St","Medic Response","2022 Jan 18 04:51:00 PM","47.705051","-122.344694","POINT (-122.344694 47.705051)","F220007819"
"7948 Seward Park Ave S","Medic Response","2022 Jan 18 04:38:00 PM","47.530229","-122.266326","POINT (-122.266326 47.530229)","F220007811"
"321 N 81st St","Medic Response","2022 Jan 18 04:01:00 PM","47.687666","-122.355014","POINT (-122.355014 47.687666)","F220007798"
"Ne 77th St / 37th Ave Ne","Medic Response","2022 Jan 18 03:40:00 PM","47.684855","-122.288427","POINT (-122.288427 47.684855)","F220007782"
"3501 Rainier Ave S","Medic Response","2022 Jan 18 03:11:00 PM","47.571853","-122.293193","POINT (-122.293193 47.571853)","F220007775"
"2920 12th Ave S","Medic Response","2022 Jan 18 03:08:00 PM","47.577585","-122.317363","POINT (-122.317363 47.577585)","F220007774"
"EB I90 AT 77TH AVE SE","Medic Response","2022 Jan 18 02:45:00 PM","47.590864","-122.239915","POINT (-122.239915 47.590864)","F220007759"
"4400 37th Ave S","Medic Response","2022 Jan 18 01:49:00 PM","47.564112","-122.286056","POINT (-122.286056 47.564112)","F220007728"
"1620 43rd Ave E","Medic Response","2022 Jan 18 01:43:00 PM","47.633463","-122.277157","POINT (-122.277157 47.633463)","F220007726"
"1401 2nd Ave","Medic Response","2022 Jan 18 01:35:00 PM","47.608292","-122.337995","POINT (-122.337995 47.608292)","F220007723"
"2225 4th Ave","Medic Response","2022 Jan 18 12:33:00 PM","47.614788","-122.342952","POINT (-122.342952 47.614788)","F220007702"
"2611 S Dearborn St","Medic Response","2022 Jan 18 12:11:00 PM","47.595541","-122.298643","POINT (-122.298643 47.595541)","F220007693"
"1911 22nd Ave S","Medic Response","2022 Jan 18 12:09:00 PM","47.586234","-122.304237","POINT (-122.304237 47.586234)","F220007692"
"1400 Hubbell Pl","Medic Response","2022 Jan 18 11:18:00 AM","47.611543","-122.330225","POINT (-122.330225 47.611543)","F220007676"
"4337 15th Ave Ne","Medic Response","2022 Jan 18 10:33:00 AM","47.66005","-122.312025","POINT (-122.312025 47.66005)","F220007653"
"2520 S Brandon Ct","Medic Response","2022 Jan 18 09:57:00 AM","47.55302","-122.300079","POINT (-122.300079 47.55302)","F220007643"
"9455 27th Ave Sw","Medic Response","2022 Jan 18 09:01:00 AM","47.518178","-122.367277","POINT (-122.367277 47.518178)","F220007616"
"320 W Roy St","Medic Response","2022 Jan 18 08:57:00 AM","47.625849","-122.360866","POINT (-122.360866 47.625849)","F220007615"
"315 33rd Ave","Medic Response","2022 Jan 18 08:40:00 AM","47.60459","-122.290519","POINT (-122.290519 47.60459)","F220007609"
"12550 Dayton Ave N","Medic Response","2022 Jan 18 08:14:00 AM","47.720044","-122.35292","POINT (-122.35292 47.720044)","F220007601"
"605 Boylston Ave E","Medic Response","2022 Jan 18 07:19:00 AM","47.624307","-122.323039","POINT (-122.323039 47.624307)","F220007592"
"5241 15th Ave Ne","Medic Response","2022 Jan 18 06:38:00 AM","47.666711","-122.311911","POINT (-122.311911 47.666711)","F220007583"
"2209 1st Ave","Medic Response","2022 Jan 18 04:07:00 AM","47.612669","-122.345319","POINT (-122.345319 47.612669)","F220007562"
"1200 University St","Medic Response","2022 Jan 18 01:29:00 AM","47.611943","-122.325987","POINT (-122.325987 47.611943)","F220007542"
"729 N 66th St","Medic Response","2022 Jan 18 01:20:00 AM","47.676893","-122.349515","POINT (-122.349515 47.676893)","F220007541"
"1541 16th Ave E","Medic Response","2022 Jan 18 01:17:00 AM","47.63306","-122.311205","POINT (-122.311205 47.63306)","F220007538"
"6831 62nd Ave Ne","Medic Response","2022 Jan 18 12:29:00 AM","47.678042","-122.262216","POINT (-122.262216 47.678042)","F220007522"
"1923 3rd Ave","Medic Response","2022 Jan 17 09:24:00 PM","47.611802","-122.339884","POINT (-122.339884 47.611802)","F220007484"
"3621 33rd Ave S","Medic Response","2022 Jan 17 09:19:00 PM","47.571408","-122.291001","POINT (-122.291001 47.571408)","F220007479"
"8001 Jones Ave Nw","Medic Response","2022 Jan 17 08:22:00 PM","47.686811","-122.386472","POINT (-122.386472 47.686811)","F220007463"
"120 Harvard Ave E","Medic Response","2022 Jan 17 08:15:00 PM","47.618959","-122.322191","POINT (-122.322191 47.618959)","F220007462"
"1900 PIKE PL","Medic Response","2022 Jan 17 08:04:00 PM","47.609634","-122.342172","POINT (-122.342172 47.609634)","F220007459"
"210 Alaskan Way S","Medic Response","2022 Jan 17 07:49:00 PM","47.600593","-122.335915","POINT (-122.335915 47.600593)","F220007455"
"10500 Meridian Ave N","Medic Response","2022 Jan 17 07:45:00 PM","47.705342","-122.333935","POINT (-122.333935 47.705342)","F220007453"
"1610 S Grand St","Medic Response","2022 Jan 17 07:15:00 PM","47.586923","-122.312236","POINT (-122.312236 47.586923)","F220007440"
"13235 37th Ave Ne","Medic Response","2022 Jan 17 06:56:00 PM","47.724597","-122.288635","POINT (-122.288635 47.724597)","F220007433"
"216 UNION ST","Medic Response","2022 Jan 17 06:46:00 PM","47.608368","-122.337814","POINT (-122.337814 47.608368)","F220007427"
"3025 Ne 130th St","Medic Response","2022 Jan 17 05:34:00 PM","47.7229","-122.29591","POINT (-122.29591 47.7229)","F220007403"
"12505 Greenwood Ave N","Medic Response","2022 Jan 17 03:43:00 PM","47.719638","-122.355539","POINT (-122.355539 47.719638)","F220007367"
"8205 31st Ave Ne","Medic Response","2022 Jan 17 03:37:00 PM","47.688312","-122.294984","POINT (-122.294984 47.688312)","F220007363"
"2342 N 116th St","Medic Response","2022 Jan 17 03:06:00 PM","47.713137","-122.3305","POINT (-122.3305 47.713137)","F220007353"
"1701 13th Ave S","Medic Response","2022 Jan 17 03:02:00 PM","47.588422","-122.315981","POINT (-122.315981 47.588422)","F220007351"
"6420 California Ave Sw","Medic Response","2022 Jan 17 03:00:00 PM","47.545436","-122.387209","POINT (-122.387209 47.545436)","F220007349"
"2201 8th Ave","Medic Response","2022 Jan 17 02:17:00 PM","47.617259","-122.339195","POINT (-122.339195 47.617259)","F220007330"
"13723 42nd Ave Ne","Medic Response","2022 Jan 17 01:37:00 PM","47.728728","-122.283385","POINT (-122.283385 47.728728)","F220007315"
"8322 48th Ave S","Medic Response","2022 Jan 17 11:02:00 AM","47.528882","-122.272736","POINT (-122.272736 47.528882)","F220007265"
"2221 4th Ave S","Medic Response","2022 Jan 17 09:27:00 AM","47.583756","-122.329054","POINT (-122.329054 47.583756)","F220007230"
"5910 47th Ave S","Medic Response","2022 Jan 17 08:14:00 AM","47.549562","-122.274118","POINT (-122.274118 47.549562)","F220007203"
"4502 48th Ave Sw","Medic Response","2022 Jan 17 08:08:00 AM","47.562953","-122.39346","POINT (-122.39346 47.562953)","F220007202"
"1406 Western Ave","Medic Response","2022 Jan 17 03:53:00 AM","47.607415","-122.340262","POINT (-122.340262 47.607415)","F220007149"
"361 Nw 48th St","Medic Response","2022 Jan 17 02:27:00 AM","47.663655","-122.361428","POINT (-122.361428 47.663655)","F220007130"
"3027 63rd Ave Sw","Medic Response","2022 Jan 17 12:35:00 AM","47.577321","-122.413311","POINT (-122.413311 47.577321)","F220007106"
"318 2nd Ave Et S","Medic Response","2022 Jan 17 12:16:00 AM","47.600194","-122.330541","POINT (-122.330541 47.600194)","F220007103"
"17TH AVE S / S DONOVAN ST","Medic Response","2022 Jan 16 11:55:00 PM","47.525582","-122.311786","POINT (-122.311786 47.525582)","F220007089"
"116 Stewart St","Medic Response","2022 Jan 16 11:33:00 PM","47.610387","-122.341198","POINT (-122.341198 47.610387)","F220007081"
"4628 S Holly St","Medic Response","2022 Jan 16 08:24:00 PM","47.542466","-122.275011","POINT (-122.275011 47.542466)","F220007019"
"5107 Latona Ave Ne","Medic Response","2022 Jan 16 07:32:00 PM","47.665759","-122.325596","POINT (-122.325596 47.665759)","F220007006"
"2024 3rd Ave","Medic Response","2022 Jan 16 07:23:00 PM","47.612578","-122.341197","POINT (-122.341197 47.612578)","F220007003"
"10507 Aurora Ave N","Medic Response","2022 Jan 16 06:55:00 PM","47.705096","-122.344695","POINT (-122.344695 47.705096)","F220006994"
"500 5th Ave","Medic Response","2022 Jan 16 06:38:00 PM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220006985"
"11529 23rd Ave Ne","Medic Response","2022 Jan 16 05:56:00 PM","47.712347","-122.30442","POINT (-122.30442 47.712347)","F220006975"
"7125 Fauntleroy Way Sw","Medic Response","2022 Jan 16 05:49:00 PM","47.539419","-122.390816","POINT (-122.390816 47.539419)","F220006974"
"805 4th Ave N","Medic Response","2022 Jan 16 05:37:00 PM","47.626322","-122.348863","POINT (-122.348863 47.626322)","F220006972"
"2752 Nw 77th St","Medic Response","2022 Jan 16 05:08:00 PM","47.684942","-122.391943","POINT (-122.391943 47.684942)","F220006966"
"1950 6th Ave S","Medic Response","2022 Jan 16 05:06:00 PM","47.585804","-122.325973","POINT (-122.325973 47.585804)","F220006964"
"13130 5th Ave Ne","Medic Response","2022 Jan 16 02:11:00 PM","47.724239","-122.323557","POINT (-122.323557 47.724239)","F220006903"
"3218 Fuhrman Ave E","Medic Response","2022 Jan 16 02:04:00 PM","47.650404","-122.320216","POINT (-122.320216 47.650404)","F220006900"
"Walla Walla Rd Ne / Ne Snohomish Ln","Medic Response","2022 Jan 16 01:58:00 PM","47.650699","-122.299058","POINT (-122.299058 47.650699)","F220006897"
"8225 Wallingford Ave N","Medic Response","2022 Jan 16 12:58:00 PM","47.688853","-122.336423","POINT (-122.336423 47.688853)","F220006872"
"1635 8th Ave","Medic Response","2022 Jan 16 12:06:00 PM","47.613235","-122.33331","POINT (-122.33331 47.613235)","F220006858"
"9453 18th Ave Sw","Medic Response","2022 Jan 16 11:53:00 AM","47.518705","-122.357842","POINT (-122.357842 47.518705)","F220006855"
"110 Stewart St","Medic Response","2022 Jan 16 10:47:00 AM","47.610345","-122.341252","POINT (-122.341252 47.610345)","F220006838"
"3647 33rd Ave W","Medic Response","2022 Jan 16 10:35:00 AM","47.65267","-122.399529","POINT (-122.399529 47.65267)","F220006835"
"706 Union St","Medic Response","2022 Jan 16 10:32:00 AM","47.610632","-122.33241","POINT (-122.33241 47.610632)","F220006833"
"9210 47th Ave Sw","Medic Response","2022 Jan 16 09:46:00 AM","47.521331","-122.392159","POINT (-122.392159 47.521331)","F220006821"
"10245 39th Ave Sw","Medic Response","2022 Jan 16 08:43:00 AM","47.51157","-122.381654","POINT (-122.381654 47.51157)","F220006801"
"4450 Green Lake Way N","Medic Response","2022 Jan 16 08:24:00 AM","47.660979","-122.34694","POINT (-122.34694 47.660979)","F220006795"
"500 5th Ave","Medic Response","2022 Jan 16 08:04:00 AM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220006788"
"9632 Mary Ave Nw","Medic Response","2022 Jan 16 07:30:00 AM","47.69885","-122.375446","POINT (-122.375446 47.69885)","F220006781"
"4400 Stone Way N","Medic Response","2022 Jan 16 06:40:00 AM","47.65996","-122.342217","POINT (-122.342217 47.65996)","F220006777"
"6530 33rd Ave S","Medic Response","2022 Jan 16 06:07:00 AM","47.544061","-122.2903","POINT (-122.2903 47.544061)","F220006769"
"9645 Renton Ave S","Medic Response","2022 Jan 16 05:03:00 AM","47.515841","-122.26808","POINT (-122.26808 47.515841)","F220006759"
"902 N 128th St","Medic Response","2022 Jan 16 04:34:00 AM","47.722309","-122.348292","POINT (-122.348292 47.722309)","F220006754"
"425 Queen Anne Ave N","Medic Response","2022 Jan 16 03:43:00 AM","47.622394","-122.356727","POINT (-122.356727 47.622394)","F220006749"
